Customer ID,Customer Name,Segment,Region,State,City,Total_Orders,Total_Sales,Total_Profit,Avg_Discount,Last_Order_Date,Customer_Status,Record_Version
CK-12205,Chloris Kastensmidt,Consumer,West,California,Santa Clara,1,79.79,22.73,0.1,6/5/2016,Active,1
CK-12205,Chloris Kastensmidt,Consumer,West,Oregon,Hillsboro,1,64.07,-1.61,0.2,10/2/2015,Active,1
CK-12205,Chloris Kastensmidt,Consumer,West,Washington,Renton,1,1242.63,185.43,0.133,11/21/2017,Active,1
CK-12325,Christine Kargatis,Home Office,East,Ohio,Troy,1,1448.85,-127.23,0.4,2/17/2017,Active,1
CK-12325,Christine Kargatis,Home Office,South,Arkansas,Hot Springs,1,215.84,59.08,0.0,4/8/2016,Active,1
CK-12325,Christine Kargatis,Home Office,South,Virginia,Chesapeake,1,1139.92,284.98,0.0,3/14/2014,Active,1
CK-12325,Christine Kargatis,Home Office,West,Utah,Orem,1,133.13,41.43,0.1,6/2/2014,Active,1
CK-12325,Christine Kargatis,Home Office,West,Washington,Seattle,1,7.58,2.96,0.0,9/1/2017,Active,1
CK-12595,Clytie Kelty,Consumer,Central,Illinois,Chicago,1,12.13,-20.62,0.8,1/29/2017,Active,1
CK-12595,Clytie Kelty,Consumer,East,New York,New York City,1,29.34,13.5,0.0,3/12/2016,Active,1
CK-12595,Clytie Kelty,Consumer,East,Ohio,Grove City,1,123.59,13.2,0.55,11/14/2017,Active,1
CK-12595,Clytie Kelty,Consumer,East,Pennsylvania,Philadelphia,1,676.73,-39.39,0.383,7/11/2015,Active,1
CK-12595,Clytie Kelty,Consumer,East,Rhode Island,Providence,1,69.52,17.38,0.0,9/19/2016,Active,1
CK-12595,Clytie Kelty,Consumer,South,Arkansas,Little Rock,1,678.87,280.81,0.0,6/6/2016,Active,1
CK-12595,Clytie Kelty,Consumer,South,Georgia,Marietta,1,5.64,2.71,0.0,8/13/2015,Active,1
CK-12595,Clytie Kelty,Consumer,South,North Carolina,Charlotte,1,699.4,201.67,0.2,11/17/2017,Active,1
CK-12595,Clytie Kelty,Consumer,West,California,Los Angeles,2,62.14,27.22,0.0,4/8/2016,Active,1
CK-12595,Clytie Kelty,Consumer,West,California,San Diego,1,15.39,1.23,0.0,12/26/2014,Active,1
CK-12760,Cyma Kinney,Corporate,Central,Illinois,Aurora,1,719.1,-473.27,0.5,10/9/2017,Active,1
CK-12760,Cyma Kinney,Corporate,East,New Jersey,Linden,1,115.36,49.6,0.0,2/7/2014,Active,1
CK-12760,Cyma Kinney,Corporate,East,New York,Long Beach,1,34.38,10.76,0.0,2/19/2016,Active,1
CK-12760,Cyma Kinney,Corporate,East,New York,New York City,1,279.81,76.43,0.0,11/13/2016,Active,1
CK-12760,Cyma Kinney,Corporate,South,Florida,Jacksonville,1,68.74,-48.12,0.7,3/28/2017,Active,1
CK-12760,Cyma Kinney,Corporate,South,Tennessee,Nashville,1,7.24,1.18,0.2,9/6/2015,Active,1
CK-12760,Cyma Kinney,Corporate,South,Virginia,Arlington,1,56.45,14.68,0.0,2/1/2016,Active,1
CK-12760,Cyma Kinney,Corporate,West,Arizona,Glendale,1,266.35,13.32,0.2,7/26/2015,Active,1
CK-12760,Cyma Kinney,Corporate,West,California,San Francisco,1,34.68,16.99,0.0,12/9/2014,Active,1
CL-11890,Carl Ludwig,Consumer,Central,Illinois,Chicago,1,123.55,-29.34,0.2,7/26/2014,Active,1
CL-11890,Carl Ludwig,Consumer,East,Massachusetts,Everett,1,1081.69,338.06,0.0,9/15/2017,Active,1
CL-11890,Carl Ludwig,Consumer,East,Pennsylvania,Philadelphia,1,40.03,15.01,0.2,6/10/2017,Active,1
CL-11890,Carl Ludwig,Consumer,West,California,San Francisco,1,16.74,4.35,0.0,12/1/2016,Active,1
CL-12565,Clay Ludtke,Consumer,Central,Iowa,Urbandale,1,103.2,36.14,0.0,11/3/2016,Active,1
CL-12565,Clay Ludtke,Consumer,Central,Oklahoma,Tulsa,1,1805.88,523.71,0.0,3/21/2017,Active,1
CL-12565,Clay Ludtke,Consumer,East,New York,Long Beach,1,1111.42,383.94,0.1,9/14/2016,Active,1
CL-12565,Clay Ludtke,Consumer,East,New York,New York City,1,21.24,8.07,0.0,9/2/2014,Active,1
CL-12565,Clay Ludtke,Consumer,East,Ohio,Cleveland,1,1110.34,104.23,0.2,5/8/2016,Active,1
CL-12565,Clay Ludtke,Consumer,East,Pennsylvania,Reading,1,303.92,-30.39,0.2,12/19/2016,Active,1
CL-12565,Clay Ludtke,Consumer,South,South Carolina,Columbia,1,354.9,17.74,0.0,3/4/2014,Active,1
CL-12565,Clay Ludtke,Consumer,West,California,Lancaster,1,17.46,5.89,0.2,3/17/2017,Active,1
CL-12565,Clay Ludtke,Consumer,West,California,Los Angeles,2,4409.02,710.49,0.08,5/28/2016,Active,1
CL-12565,Clay Ludtke,Consumer,West,Oregon,Gresham,1,1508.77,156.31,0.2,9/10/2014,Active,1
CL-12565,Clay Ludtke,Consumer,West,Washington,Seattle,1,134.4,17.65,0.2,7/12/2014,Active,1
CL-12700,Craig Leslie,Home Office,Central,Missouri,Springfield,1,8.76,4.2,0.0,4/14/2017,Active,1
CL-12700,Craig Leslie,Home Office,East,New York,New York City,1,449.91,157.47,0.0,1/28/2017,Active,1
CL-12700,Craig Leslie,Home Office,South,Kentucky,Florence,1,18.0,3.24,0.0,9/16/2017,Active,1
CL-12700,Craig Leslie,Home Office,West,Colorado,Aurora,1,532.5,-88.32,0.2,9/24/2016,Active,1
CL-12700,Craig Leslie,Home Office,West,Colorado,Colorado Springs,1,1344.42,152.42,0.367,4/24/2016,Active,1
CM-11815,Candace McMahon,Corporate,Central,Texas,El Paso,1,49.57,17.97,0.2,12/31/2014,Active,1
CM-11815,Candace McMahon,Corporate,Central,Texas,Pasadena,1,20.74,7.26,0.2,11/14/2014,Active,1
CM-11815,Candace McMahon,Corporate,West,Arizona,Phoenix,1,483.48,79.43,0.2,5/28/2017,Active,1
CM-11815,Candace McMahon,Corporate,West,California,San Francisco,1,111.96,21.27,0.0,3/10/2017,Active,1
CM-11815,Candace McMahon,Corporate,West,Washington,Seattle,2,1008.14,88.53,0.05,9/23/2016,Active,1
CM-11935,Carlos Meador,Consumer,South,North Carolina,Fayetteville,1,530.27,-56.9,0.2,1/22/2016,Active,1
CM-11935,Carlos Meador,Consumer,West,Arizona,Tucson,1,35.12,13.17,0.2,9/24/2015,Active,1
CM-12115,Chad McGuire,Consumer,East,New York,New York City,2,800.04,228.35,0.0,3/31/2017,Active,1
CM-12115,Chad McGuire,Consumer,West,California,Los Angeles,1,474.95,142.49,0.0,12/22/2017,Active,1
CM-12115,Chad McGuire,Consumer,West,California,San Francisco,1,386.62,38.24,0.1,10/2/2017,Active,1
CM-12160,Charles McCrossin,Consumer,Central,Texas,Brownsville,1,1.74,-0.35,0.2,9/28/2017,Active,1
CM-12160,Charles McCrossin,Consumer,East,Maryland,Baltimore,1,98.16,9.82,0.0,10/21/2016,Active,1
CM-12160,Charles McCrossin,Consumer,East,Massachusetts,New Bedford,1,23.18,7.65,0.0,8/18/2017,Active,1
CM-12160,Charles McCrossin,Consumer,East,Pennsylvania,Philadelphia,2,406.71,-85.91,0.433,12/4/2017,Active,1
CM-12160,Charles McCrossin,Consumer,West,California,San Francisco,1,2003.52,-325.57,0.2,12/17/2016,Active,1
CM-12190,Charlotte Melton,Consumer,Central,Illinois,Chicago,1,183.37,-36.67,0.3,8/3/2017,Active,1
CM-12190,Charlotte Melton,Consumer,Central,Minnesota,Rochester,1,638.68,104.99,0.0,12/22/2017,Active,1
CM-12190,Charlotte Melton,Consumer,East,New York,Utica,1,119.94,6.0,0.0,11/16/2017,Active,1
CM-12190,Charlotte Melton,Consumer,East,Pennsylvania,Philadelphia,1,11.35,4.12,0.2,11/9/2015,Active,1
CM-12190,Charlotte Melton,Consumer,West,California,Los Angeles,1,77.88,3.89,0.0,10/17/2015,Active,1
CM-12190,Charlotte Melton,Consumer,West,California,San Diego,1,443.92,8.88,0.0,9/18/2015,Active,1
CM-12235,Chris McAfee,Consumer,Central,Texas,Carrollton,1,1399.94,52.5,0.2,8/12/2016,Active,1
CM-12235,Chris McAfee,Consumer,Central,Wisconsin,Milwaukee,1,26.94,11.31,0.0,5/26/2016,Active,1
CM-12235,Chris McAfee,Consumer,East,New York,Watertown,1,698.5,229.7,0.1,12/10/2016,Active,1
CM-12235,Chris McAfee,Consumer,South,Arkansas,Little Rock,1,140.52,67.54,0.0,5/1/2016,Active,1
CM-12235,Chris McAfee,Consumer,West,Arizona,Phoenix,1,39.81,3.98,0.2,11/27/2016,Active,1
CM-12385,Christopher Martinez,Consumer,Central,Illinois,Chicago,1,240.37,16.81,0.333,11/23/2017,Active,1
CM-12385,Christopher Martinez,Consumer,South,Georgia,Atlanta,1,6412.77,3192.07,0.0,3/16/2015,Active,1
CM-12385,Christopher Martinez,Consumer,South,South Carolina,North Charleston,1,269.49,5.39,0.0,9/14/2015,Active,1
CM-12385,Christopher Martinez,Consumer,West,California,San Francisco,1,2031.39,685.62,0.1,1/3/2017,Active,1
CM-12445,Chuck Magee,Consumer,Central,Texas,Houston,1,132.95,9.26,0.233,10/20/2016,Active,1
CM-12445,Chuck Magee,Consumer,West,California,Redlands,1,124.58,44.4,0.0,9/26/2016,Active,1
CM-12445,Chuck Magee,Consumer,West,California,San Francisco,1,30.46,10.77,0.0,6/9/2014,Active,1
CM-12655,Corinna Mitchell,Home Office,Central,Texas,Houston,1,449.05,-43.9,0.26,3/19/2015,Active,1
CM-12655,Corinna Mitchell,Home Office,East,New York,New York City,2,3999.79,1366.86,0.0,11/13/2016,Active,1
CM-12655,Corinna Mitchell,Home Office,South,Mississippi,Jackson,1,23.34,0.23,0.0,8/8/2016,Active,1
CM-12655,Corinna Mitchell,Home Office,West,California,Los Angeles,1,1345.42,160.53,0.067,11/3/2015,Active,1
CM-12655,Corinna Mitchell,Home Office,West,Washington,Seattle,1,521.96,88.73,0.0,12/3/2017,Active,1
CM-12715,Craig Molinari,Corporate,Central,Texas,Houston,1,1283.33,-29.89,0.26,3/1/2015,Active,1
CM-12715,Craig Molinari,Corporate,Central,Texas,Huntsville,1,1488.77,117.4,0.5,10/10/2014,Active,1
CM-12715,Craig Molinari,Corporate,East,Pennsylvania,Philadelphia,1,68.53,3.29,0.367,9/26/2014,Active,1
CM-12715,Craig Molinari,Corporate,West,Washington,Seattle,1,1143.82,85.51,0.1,3/7/2014,Active,1
CP-12085,Cathy Prescott,Corporate,Central,Illinois,Quincy,1,78.04,14.98,0.4,8/29/2017,Active,1
CP-12085,Cathy Prescott,Corporate,Central,Missouri,Springfield,1,4619.33,206.65,0.0,1/13/2017,Active,1
CP-12085,Cathy Prescott,Corporate,East,Connecticut,Norwich,1,11.34,5.56,0.0,3/30/2016,Active,1
CP-12085,Cathy Prescott,Corporate,East,New York,New York City,1,129.98,62.39,0.0,12/4/2014,Active,1
CP-12085,Cathy Prescott,Corporate,East,Ohio,Lakewood,1,45.89,9.18,0.2,10/9/2017,Active,1
CP-12085,Cathy Prescott,Corporate,South,Florida,Delray Beach,1,232.62,25.83,0.2,5/26/2016,Active,1
CP-12085,Cathy Prescott,Corporate,West,Arizona,Tucson,1,238.15,89.31,0.2,9/3/2015,Active,1
CP-12085,Cathy Prescott,Corporate,West,Washington,Covington,1,46.9,13.13,0.0,3/24/2015,Active,1
CP-12340,Christine Phan,Corporate,East,Connecticut,Waterbury,1,584.77,159.68,0.0,6/17/2016,Active,1
CP-12340,Christine Phan,Corporate,East,New York,New York City,2,3468.26,-1027.4,0.233,7/23/2017,Active,1
CP-12340,Christine Phan,Corporate,East,Rhode Island,Warwick,1,111.96,54.86,0.0,5/21/2016,Active,1
CP-12340,Christine Phan,Corporate,South,Florida,Jacksonville,1,113.57,-21.29,0.2,4/24/2017,Active,1
CP-12340,Christine Phan,Corporate,South,Florida,Miami,1,1361.63,-1044.46,0.7,11/7/2015,Active,1
CP-12340,Christine Phan,Corporate,West,California,Los Angeles,1,71.09,-1.78,0.2,6/3/2016,Active,1
CP-12340,Christine Phan,Corporate,West,Washington,Seattle,1,177.0,30.09,0.0,10/14/2016,Active,1
CR-12580,Clay Rozendal,Home Office,Central,Illinois,Elmhurst,1,240.04,-45.69,0.2,4/18/2016,Active,1
CR-12580,Clay Rozendal,Home Office,East,New York,New York City,1,10.53,3.68,0.2,9/23/2016,Active,1
CR-12580,Clay Rozendal,Home Office,West,California,San Diego,1,1872.93,108.8,0.1,11/3/2017,Active,1
CR-12580,Clay Rozendal,Home Office,West,Washington,Bellevue,1,25.35,7.6,0.0,11/24/2016,Active,1
CR-12625,Corey Roper,Home Office,Central,Michigan,Grand Rapids,1,19.44,9.53,0.0,8/23/2014,Active,1
CR-12625,Corey Roper,Home Office,East,New Jersey,Lakewood,1,334.68,104.79,0.0,6/1/2014,Active,1
CR-12625,Corey Roper,Home Office,South,Georgia,Columbus,1,121.78,30.44,0.0,9/16/2016,Active,1
CR-12730,Craig Reiter,Consumer,Central,Illinois,Chicago,2,444.49,2.36,0.25,8/20/2014,Active,1
CR-12730,Craig Reiter,Consumer,East,New York,New York City,1,904.9,253.37,0.0,10/13/2017,Active,1
CR-12730,Craig Reiter,Consumer,East,Ohio,Columbus,1,251.16,51.18,0.367,8/22/2016,Active,1
CR-12820,Cyra Reiten,Home Office,Central,Texas,Houston,1,702.84,-52.06,0.24,2/17/2017,Active,1
CR-12820,Cyra Reiten,Home Office,East,New York,New York City,1,681.91,133.2,0.0,10/6/2017,Active,1
CR-12820,Cyra Reiten,Home Office,South,Florida,West Palm Beach,1,13.12,2.13,0.2,1/24/2015,Active,1
CS-11845,Cari Sayre,Corporate,Central,Illinois,Chicago,1,9.26,-13.9,0.8,12/14/2014,Active,1
CS-11845,Cari Sayre,Corporate,Central,Texas,Houston,1,9.16,-13.73,0.8,4/2/2015,Active,1
CS-11845,Cari Sayre,Corporate,West,Washington,Seattle,3,1260.53,213.01,0.1,9/30/2017,Active,1
CS-11860,Cari Schnelling,Consumer,Central,Texas,Dallas,1,1.72,-2.84,0.8,10/19/2015,Active,1
CS-11860,Cari Schnelling,Consumer,East,New York,New York City,2,26.77,8.29,0.067,7/21/2017,Active,1
CS-11860,Cari Schnelling,Consumer,East,Ohio,Fairfield,1,3.82,1.19,0.2,7/12/2017,Active,1
CS-11860,Cari Schnelling,Consumer,South,Florida,Lakeland,1,479.98,90.0,0.2,5/2/2014,Active,1
CS-11860,Cari Schnelling,Consumer,South,North Carolina,Jacksonville,1,25.34,9.19,0.2,6/2/2017,Active,1
CS-11950,Carlos Soltero,Consumer,Central,Illinois,Chicago,2,87.31,-11.97,0.533,9/3/2016,Active,1
CS-11950,Carlos Soltero,Consumer,East,New York,Freeport,1,122.62,16.46,0.05,9/25/2015,Active,1
CS-11950,Carlos Soltero,Consumer,East,New York,New York City,1,51.41,15.45,0.0,12/5/2017,Active,1
CS-11950,Carlos Soltero,Consumer,East,Pennsylvania,Philadelphia,3,1142.62,-304.1,0.438,4/3/2016,Active,1
CS-11950,Carlos Soltero,Consumer,South,Mississippi,Jackson,1,11.68,5.26,0.0,10/24/2017,Active,1
CS-11950,Carlos Soltero,Consumer,West,California,Los Angeles,1,615.41,26.8,0.05,10/21/2016,Active,1
CS-11950,Carlos Soltero,Consumer,West,California,Pasadena,1,419.94,52.49,0.2,5/7/2017,Active,1
CS-11950,Carlos Soltero,Consumer,West,Washington,Seattle,1,585.55,73.19,0.2,6/8/2014,Active,1
CS-12130,Chad Sievert,Consumer,Central,Texas,Austin,1,88.8,-2.22,0.2,12/20/2015,Active,1
CS-12130,Chad Sievert,Consumer,West,California,Los Angeles,1,472.04,84.36,0.067,8/5/2014,Active,1
CS-12130,Chad Sievert,Consumer,West,Colorado,Englewood,1,124.06,13.75,0.2,8/28/2016,Active,1
CS-12130,Chad Sievert,Consumer,West,Washington,Seattle,1,199.74,47.94,0.0,9/21/2015,Active,1
CS-12175,Charles Sheldon,Corporate,Central,Iowa,Iowa City,1,9.99,4.5,0.0,9/26/2016,Active,1
CS-12175,Charles Sheldon,Corporate,East,New Jersey,Lakewood,1,196.21,98.1,0.0,8/12/2014,Active,1
CS-12175,Charles Sheldon,Corporate,South,Tennessee,Chattanooga,1,8.1,-5.94,0.7,4/6/2017,Active,1
CS-12175,Charles Sheldon,Corporate,South,Tennessee,Columbia,1,79.12,13.85,0.2,4/17/2016,Active,1
CS-12175,Charles Sheldon,Corporate,West,California,San Francisco,1,551.04,2.63,0.1,5/12/2017,Active,1
CS-12250,Chris Selesnick,Corporate,Central,Illinois,Chicago,1,10.69,3.74,0.2,11/23/2017,Active,1
CS-12250,Chris Selesnick,Corporate,Central,Minnesota,Woodbury,1,72.24,35.47,0.0,1/4/2015,Active,1
CS-12250,Chris Selesnick,Corporate,Central,Texas,Haltom City,1,6.61,2.15,0.2,11/3/2015,Active,1
CS-12250,Chris Selesnick,Corporate,Central,Wisconsin,Green Bay,1,18.96,7.58,0.0,9/22/2016,Active,1
CS-12250,Chris Selesnick,Corporate,East,New York,New York City,1,64.96,9.74,0.0,2/7/2014,Active,1
CS-12250,Chris Selesnick,Corporate,South,Louisiana,Bossier City,1,1287.26,326.57,0.0,1/13/2014,Active,1
CS-12250,Chris Selesnick,Corporate,South,South Carolina,Columbia,1,542.34,110.84,0.0,11/28/2014,Active,1
CS-12250,Chris Selesnick,Corporate,West,California,Los Angeles,2,53.08,20.32,0.133,6/28/2016,Active,1
CS-12250,Chris Selesnick,Corporate,West,California,San Diego,2,559.65,190.87,0.067,11/20/2015,Active,1
CS-12250,Chris Selesnick,Corporate,West,Washington,Seattle,1,138.43,31.08,0.1,1/23/2017,Active,1
CS-12355,Christine Sundaresam,Consumer,East,Connecticut,Fairfield,1,62.94,30.21,0.0,8/15/2014,Active,1
CS-12355,Christine Sundaresam,Consumer,East,Massachusetts,Malden,1,39.68,10.32,0.0,3/17/2016,Active,1
CS-12355,Christine Sundaresam,Consumer,East,New York,Long Beach,1,17.47,6.33,0.2,7/7/2017,Active,1
CS-12355,Christine Sundaresam,Consumer,East,New York,New York City,1,253.13,12.59,0.2,4/14/2017,Active,1
CS-12355,Christine Sundaresam,Consumer,East,Ohio,Dublin,1,503.87,109.78,0.2,6/16/2017,Active,1
CS-12355,Christine Sundaresam,Consumer,South,Florida,Hollywood,1,243.6,46.82,0.2,8/15/2014,Active,1
CS-12355,Christine Sundaresam,Consumer,South,Georgia,Roswell,1,919.49,258.28,0.0,9/4/2015,Active,1
CS-12355,Christine Sundaresam,Consumer,South,Louisiana,Lafayette,1,712.85,300.53,0.0,12/24/2017,Active,1
CS-12355,Christine Sundaresam,Consumer,South,Virginia,Salem,1,35.04,12.26,0.0,11/17/2017,Active,1
CS-12355,Christine Sundaresam,Consumer,West,California,Long Beach,1,366.99,29.83,0.133,6/23/2015,Active,1
CS-12355,Christine Sundaresam,Consumer,West,Washington,Seattle,1,47.1,14.98,0.0,11/12/2017,Active,1
CS-12400,Christopher Schild,Home Office,Central,Illinois,Chicago,1,230.38,-48.95,0.2,11/13/2017,Active,1
CS-12400,Christopher Schild,Home Office,Central,North Dakota,Fargo,1,28.38,13.56,0.0,12/28/2017,Active,1
CS-12400,Christopher Schild,Home Office,East,Pennsylvania,Philadelphia,1,743.99,-124.0,0.4,5/10/2016,Active,1
CS-12400,Christopher Schild,Home Office,South,Florida,Tampa,1,1735.85,-361.57,0.4,4/7/2017,Active,1
CS-12400,Christopher Schild,Home Office,West,California,Los Angeles,1,270.34,75.7,0.0,10/2/2015,Active,1
CS-12400,Christopher Schild,Home Office,West,California,San Francisco,1,300.9,11.28,0.2,9/15/2017,Active,1
CS-12400,Christopher Schild,Home Office,West,California,San Jose,1,29.12,9.83,0.2,11/5/2016,Active,1
CS-12400,Christopher Schild,Home Office,West,Washington,Seattle,2,312.9,81.35,0.0,9/5/2017,Active,1
CS-12460,Chuck Sachs,Consumer,East,New York,New York City,1,238.68,72.99,0.1,12/3/2017,Active,1
CS-12460,Chuck Sachs,Consumer,South,Georgia,Columbus,1,311.96,83.27,0.0,7/3/2017,Active,1
CS-12490,Cindy Schnelling,Corporate,Central,Texas,Conroe,1,111.67,6.98,0.2,11/1/2016,Active,1
CS-12490,Cindy Schnelling,Corporate,East,New York,New York City,1,13.83,3.87,0.0,4/18/2016,Active,1
CS-12490,Cindy Schnelling,Corporate,East,Ohio,Toledo,1,389.43,-58.14,0.32,1/12/2015,Active,1
CS-12490,Cindy Schnelling,Corporate,South,Florida,Lakeland,1,562.29,-255.59,0.45,8/12/2016,Active,1
CS-12505,Cindy Stewart,Consumer,East,Ohio,Lancaster,1,5016.55,-6892.37,0.533,11/25/2016,Active,1
CS-12505,Cindy Stewart,Consumer,South,Georgia,Columbus,1,396.0,190.08,0.0,9/17/2016,Active,1
CS-12505,Cindy Stewart,Consumer,South,North Carolina,Thomasville,1,52.14,5.87,0.2,11/13/2016,Active,1
CS-12505,Cindy Stewart,Consumer,West,California,Los Angeles,1,168.1,43.71,0.0,11/2/2017,Active,1
CS-12505,Cindy Stewart,Consumer,West,California,Pomona,1,18.75,9.0,0.0,3/26/2014,Active,1
CS-12505,Cindy Stewart,Consumer,West,California,San Francisco,1,38.52,17.33,0.0,5/12/2015,Active,1
CT-11995,Carol Triggs,Consumer,Central,Indiana,Indianapolis,1,215.18,19.72,0.0,9/15/2015,Active,1
CT-11995,Carol Triggs,Consumer,Central,Minnesota,Apple Valley,1,8.64,2.51,0.0,6/4/2017,Active,1
CT-11995,Carol Triggs,Consumer,Central,Minnesota,Rochester,1,278.23,55.18,0.0,9/25/2017,Active,1
CT-11995,Carol Triggs,Consumer,Central,Texas,Irving,1,244.3,-187.96,0.5,8/13/2016,Active,1
CT-11995,Carol Triggs,Consumer,East,Massachusetts,Lawrence,1,1091.35,215.81,0.075,5/7/2014,Active,1
CT-11995,Carol Triggs,Consumer,East,Pennsylvania,Philadelphia,1,494.98,-115.5,0.4,11/26/2016,Active,1
CT-11995,Carol Triggs,Consumer,West,Arizona,Tucson,1,596.66,69.89,0.2,12/20/2014,Active,1
CT-11995,Carol Triggs,Consumer,West,California,Los Angeles,1,312.55,101.58,0.2,6/29/2017,Active,1
CV-12295,Christina VanderZanden,Consumer,Central,Illinois,Chicago,1,239.98,53.99,0.2,9/2/2014,Active,1
CV-12295,Christina VanderZanden,Consumer,Central,Iowa,Des Moines,1,1190.84,109.5,0.0,3/28/2014,Active,1
CV-12295,Christina VanderZanden,Consumer,Central,Michigan,Detroit,1,183.42,88.77,0.0,4/20/2017,Active,1
CV-12295,Christina VanderZanden,Consumer,East,New York,New York City,1,147.26,51.98,0.067,9/4/2016,Active,1
CV-12295,Christina VanderZanden,Consumer,West,California,Fresno,1,1069.13,188.84,0.12,3/25/2017,Active,1
CV-12805,Cynthia Voltz,Corporate,Central,Nebraska,Fremont,1,53.9,25.87,0.0,6/1/2017,Active,1
CV-12805,Cynthia Voltz,Corporate,Central,Texas,Austin,1,1013.79,-46.04,0.56,5/9/2016,Active,1
CV-12805,Cynthia Voltz,Corporate,Central,Texas,Fort Worth,1,253.39,-30.52,0.26,4/27/2017,Active,1
CV-12805,Cynthia Voltz,Corporate,East,New York,New York City,2,249.81,13.22,0.05,12/25/2017,Active,1
CV-12805,Cynthia Voltz,Corporate,East,Pennsylvania,Philadelphia,1,478.42,58.98,0.2,4/20/2017,Active,1
CV-12805,Cynthia Voltz,Corporate,West,California,Los Angeles,1,287.33,62.41,0.067,2/18/2017,Active,1
CV-12805,Cynthia Voltz,Corporate,West,California,Oakland,1,11.81,4.13,0.2,9/4/2017,Active,1
CV-12805,Cynthia Voltz,Corporate,West,California,San Francisco,1,21.88,10.94,0.0,9/1/2016,Active,1
CW-11905,Carl Weiss,Home Office,Central,Texas,Huntsville,1,142.34,17.15,0.2,6/9/2014,Active,1
CW-11905,Carl Weiss,Home Office,East,Delaware,Newark,1,299.52,149.76,0.0,5/13/2017,Active,1
CW-11905,Carl Weiss,Home Office,East,New York,Long Beach,1,7.56,0.3,0.0,5/31/2015,Active,1
CW-11905,Carl Weiss,Home Office,East,Rhode Island,Cranston,1,592.74,160.04,0.0,12/8/2017,Active,1
CW-11905,Carl Weiss,Home Office,West,California,Los Angeles,1,50.77,22.76,0.133,11/4/2016,Active,1
CW-11905,Carl Weiss,Home Office,West,Montana,Bozeman,1,43.66,20.81,0.0,1/23/2015,Active,1
CY-12745,Craig Yedwab,Corporate,Central,Illinois,Chicago,1,518.68,41.38,0.2,10/31/2017,Active,1
CY-12745,Craig Yedwab,Corporate,Central,Texas,San Antonio,1,210.39,-336.63,0.8,12/12/2014,Active,1
CY-12745,Craig Yedwab,Corporate,East,Ohio,Springfield,1,895.94,190.39,0.2,9/14/2017,Active,1
CY-12745,Craig Yedwab,Corporate,South,Louisiana,Monroe,1,87.28,41.02,0.0,9/3/2016,Active,1
CY-12745,Craig Yedwab,Corporate,South,Tennessee,Columbia,1,467.04,58.38,0.2,5/25/2015,Active,1
CY-12745,Craig Yedwab,Corporate,West,Arizona,Gilbert,1,627.66,48.62,0.2,6/28/2015,Active,1
CY-12745,Craig Yedwab,Corporate,West,California,Oakland,1,75.13,8.71,0.1,8/15/2016,Active,1
CY-12745,Craig Yedwab,Corporate,West,California,San Francisco,1,17.9,8.77,0.0,9/16/2017,Active,1
Co-12640,Corey-Lock,Consumer,Central,Illinois,Skokie,1,62.97,-16.77,0.4,12/27/2014,Active,1
Co-12640,Corey-Lock,Consumer,Central,Oklahoma,Lawton,1,475.42,157.42,0.0,6/20/2014,Active,1
Co-12640,Corey-Lock,Consumer,East,Pennsylvania,Philadelphia,1,5.04,1.76,0.2,11/29/2014,Active,1
Co-12640,Corey-Lock,Consumer,South,South Carolina,Florence,1,191.88,19.19,0.0,6/29/2016,Active,1
Co-12640,Corey-Lock,Consumer,West,Washington,Seattle,1,564.77,44.03,0.2,8/2/2015,Active,1
DA-13450,Dianna Arnett,Home Office,Central,Texas,Houston,1,16.61,4.17,0.2,4/25/2014,Active,1
DA-13450,Dianna Arnett,Home Office,East,District of Columbia,Washington,1,77.76,35.06,0.0,1/12/2017,Active,1
DA-13450,Dianna Arnett,Home Office,East,Ohio,Lancaster,1,52.75,12.83,0.2,9/26/2014,Active,1
DA-13450,Dianna Arnett,Home Office,South,Virginia,Virginia Beach,1,9.64,4.72,0.0,9/10/2014,Active,1
DB-12910,Daniel Byrd,Home Office,Central,Texas,Dallas,1,15.01,-12.01,0.6,9/9/2016,Active,1
DB-12910,Daniel Byrd,Home Office,South,Florida,Fort Lauderdale,1,10.37,3.63,0.2,10/24/2014,Active,1
DB-12910,Daniel Byrd,Home Office,South,Florida,Tampa,1,45.66,-33.48,0.7,12/2/2017,Active,1
DB-12910,Daniel Byrd,Home Office,South,Georgia,Columbus,2,191.7,88.04,0.0,9/11/2017,Active,1
DB-12910,Daniel Byrd,Home Office,South,Kentucky,Henderson,1,732.93,213.76,0.0,3/31/2017,Active,1
DB-12910,Daniel Byrd,Home Office,West,California,Lake Forest,1,1027.68,155.74,0.05,10/3/2016,Active,1
DB-12910,Daniel Byrd,Home Office,West,California,Salinas,1,148.26,15.7,0.15,12/9/2017,Active,1
DB-12970,Darren Budd,Corporate,Central,Texas,Houston,1,203.12,17.78,0.224,11/12/2014,Active,1
DB-12970,Darren Budd,Corporate,East,New York,New York City,2,1433.59,84.29,0.2,7/24/2016,Active,1
DB-12970,Darren Budd,Corporate,West,California,Los Angeles,2,1202.52,110.92,0.1,5/3/2017,Active,1
DB-13060,Dave Brooks,Consumer,Central,Illinois,Chicago,1,323.98,20.25,0.2,9/15/2017,Active,1
DB-13060,Dave Brooks,Consumer,Central,Illinois,Skokie,1,457.18,-299.65,0.4,12/14/2017,Active,1
